2021/5/1,nafco,1020
2021/5/1,juntendo,1000
2021/6/1,nafco,1040
2021/6/1,juntendo,1010
2021/7/1,nafco,1080
2021/7/1,juntendo,1040
2021/8/1,nafco,1200
2021/8/1,juntendo,1040
2021/9/1,nafco,1200
2021/9/1,juntendo,1180
2021/10/1,nafco,1500
2021/10/1,juntendo,1400
2021/11/1,nafco,1600
2021/11/1,juntendo,1500
2021/12/1,nafco,1700
2021/12/1,juntendo,1600
2021/4/1,nafco,1000
2021/4/1,juntendo,990
2021/12/09,nafco,1800
